manchu_word,trans_word,desc_word,dic_id,image_file_name,image_file_page_no
ᡧᠠᠩᠨᠠᡥᠠᠨ ᠪᡠᡵᡝ ᡩᡝ ᡠᡵᡠᠨᠠᡴᡡ ᡤᡠᠩᡤᡝ ᡩᡝ ᡳᠰᡳᠪᡠᠮᠪᡳ,Sangnahan bure de urunak@ gungge de isibumbi,赏必酬功。,6,546,546b
ᡧᠠᠩᠨᠠᡥᠠᠨ ᡨᡠᠴᡳᠪᡠᡶᡳ ᠸᡝᡳᠯᡝᠩᡤᡝ ᡥᡡᠯᡥᠠ ᠪᡝ ᠵᠠᡶᠠᠮᡝ ᠪᠠᡥᠠ,Sangnahan tucibufi weilengge h@lha be jafame baha,悬赏获犯。,6,546,546b
ᡧᠠᠩᠨᠠᡥᠠᠨ ᡨᡠᠴᡳᠪᡠᡶᡳ ᡨᠠᡴᠠᡵᠠ ᠨᡳᠶᠠᠯᠮᠠ ᠪᡝ ᠪᠠᡳᠮᠪᡳ,Sangnahan tucibufi takara niyalma be baimbi,悬赏购线，悬赏寻求知情人。,6,546,546b
ᡧᠠᠩᠨᠠᡥᠠᠨ ᡳᠰᡳᠪᡠᠮᠪᡳ,Sangnahan isibumbi,颁赏。,6,546,546b
ᡧᠠᠩᠨᠠᡥᠠᠨ ᡴᠣᡵᠣ,Sangnahan koro,赏罚，又作 Sang koro。,6,546,546b
ᡧᠠᠩᠨᠠᡵᠠ ᠪᡠᡵᡝᠩᡤᡝ ᠯᠠᠪᡩᡠ ᠠᡴᡡ,Sangnara burengge labdu ak@,赏赉不资。,6,546,546b
ᡧᠠᠩᠨᠠᡵᠠ ᡩᡝ ᠪᡝᠯᡥᡝᠪᡠᠮᠪᡳ,Sangnara de belhebumbi,充赏。,6,546,546c
ᡧᠠᠩᠨᠠᡵᠠ ᡳᠰᡳᠪᡠᡵᡝᠩᡤᡝ ᡝᠯᡤᡳᠶᡝᠨ ᡨᡠᠮᡳᠨ,Sangnara isiburengge elgiyen tumin,赏赉丰厚。,6,546,546b
ᡧᠠᠩᠰᡳ ᡝᠨᡩᡠᡵᡳ,Sangsi enduri,祭神，在堂子屋东南亭子内所祭神名。,6,547,547b
ᡧᠠᠩᠰᡳᠨ,Sangsin,〔名〕商，古五音之一。,6,547,547b
ᡧᠠᠩᠰᡳᡥᠠ,Sangsiha,= SangSaha,6,547,547b
ᡧᠠᠩᡤᠠ,Sangga,〔形〕有耳子样的。,6,546,546c
ᡧᠠᠩᡤᠠ ᠴᡳᡵᡴᡠ,Sangga cirku,耳枕，角枕。,6,546,546c
ᡧᠠᠩᡤᠠᠨ,Sanggan,〔名〕①完成，完结，结束。②成绩。③成，封谥等处用语，其 gungge erdemu wesihun yongkiyan ningge be Sanggan sembi 功德隆备曰成。,6,546,546c
ᡧᠠᠩᡤᠠᠨ ᠰᡠᠯᡨᡠᠩᡤᠠ ᠴᡳᠨ ᠸᠠᠩ,Sanggan sultungga cin wang,成哲亲王。,6,546,546c
ᡧᠠᠩᡤᠠᠨ ᡳ ᡝᠯᡳᠣᡳ,Sanggan i elioi,南吕，六吕之一，属酉月。,6,546,546c
ᡧᠠᠩᡤᠠᠪᡠᠮᡝ ᠮᡠᡨᡝᠪᡠᠮᠪᡳ,Sanggabume mutebumbi,成就，又作 Sanggame mutehe。,6,547,547a
ᡧᠠᠩᡤᠠᠪᡠᡵᡝ ᠪᡝ ᡥᠠᠴᡳᡥᡳᠶᠠᠮᠪᡳ,Sanggabure be hacihiyambi,责成。,6,547,547a
ᡧᠠᠩᡤᠠᠮᠪᡳ,Sanggambi,〔不及〕①成功，告成，成就；完成。②组成，构成。③结束，终结，完结，终止。,6,546,546c
ᡧᠠᠩᡤᠠᠮᡝ ᠵᠠᠪᡩᡠᡥᠠ,Sanggame jabduha,既济，易卦名，坎上离曰既济。,6,547,547a
ᡧᠠᠩᡤᠠᡥᠠ ᠪᠠᡳᡨᠠ,Sanggaha baita,成案。,6,547,547a
ᡧᠠᠩᡤᠠᡥᠠ ᠪᠠᡳᡨᠠ ᠪᡝ ᠶᠠᡵᡠᡶᡳ ᠰᠣᠩᡴᠣᠯᠣᠮᠪᡳ,Sanggaha baita be yarufi songkolombi,依照成案。,6,547,547a
ᡧᠠᠩᡤᠠᡥᠠ ᠪᠠᡳᡨᠠᡳ ᠰᠣᠩᡴᠣᡳ,Sanggaha baitai songkoi,依照成案。,6,547,547a
ᡧᠠᠩᡤᠠᡥᠠ ᠪᡝᠯᡝᠨᡳ ᡴᠣᠣᠯᡳ ᠪᡝ ᠮᡝᠮᡝᡵᡝᠮᡝ ᡨᡠᠸᠠᡴᡳᠶᠠᠮᠪᡳ,Sanggaha beleni kooli be memereme tuwakiyambi,墨守成规。,6,547,547a
ᡧᠠᠩᡤᠠᡥᠠ ᠪᡳᡨᡥᡝᡳ ᠨᡳᠶᠠᠯᠮᠠ,Sanggaha bithei niyalma,造士，见《礼记》。,6,547,547a
ᡧᠠᠩᡤᠠᡥᠠ ᡤᡠᠩᡤᡝ,Sanggaha gungge,成绩。,6,547,547a
ᡧᠠᠩᡤᠠᡥᠠ ᡨᡠᠰᠠ ᡳᠯᡝᡨᡠᠯᡝᠮᠪᡳ,Sanggaha tusa iletulembi,著有成效，又作 Sanggaha tusa tucinjimbi。,6,547,547a
ᡧᠠᠩᡤᠠᡥᠠ ᡩᠣᡵᠣ ᠪᡝ ᡴᠠᡵᠮᠠᠮᡝ ᠮᡠᡨᡝᡵᠠᡴᡡ,Sanggaha doro be karmame muterak@,成业难支。,6,547,547a
ᡧᠠᠩᡤᠠᡥᠠ ᡴᠣᠣᠯᡳ,Sanggaha kooli,成宪。,6,547,547a
ᡧᠠᠩᡤᠠᡨᠠᡳ,Sanggatai,〔副〕①竟然。②直至成就、完成、完结、结束。,6,547,547a
ᡧᠠᠩᡤᠠᡨᠠᡳ ᠨᡝᡳᠯᡝᠮᡝ ᡠᠯᡥᡳᠪᡠᠮᠪᡳ,Sanggatai neileme ulhibumbi,备加晓谕开导。,6,547,547b
ᡧᠠᠩᡤᠠᡨᠠᡳ ᡥᠣᡵᠣᠯᠣᡵᠣ ᠠᠮᠪᠠ ᡶᡝᡵᡤᡠᠸᡝᠴᡠᡴᡝ ᡦᠣᠣ,Sanggatai horoloro amba ferguwecuke poo,成武大神炮。,6,547,547b
ᡧᠠᠩᡤᠠᡵᠠ ᡝᡶᡠᠵᡝᡵᡝ,Sanggara efujere,成败。,6,547,547a
ᡧᠠᠩᡤᠠᡵᠠ ᡠᠨᡩᡝ,Sanggara unde,未济，易卦名，坎上离曰未济。,6,547,547a
ᡧᠠᠩᡤᠠᡵᠠ ᡩᡝ ᡳᠰᡳᠪᡠᡥᠠ,Sanggara de isibuha,落成，达成。,6,547,547a
ᡧᠠᠩᡤᡠᡥᡝ,Sangguhe,〔名〕〈动〉寒臯，八哥别名之一。,6,547,547c
ᡧᠠᠩᡤᡳᠨ,Sanggin,〔名〕〈动〉白▲。,6,547,547b
ᡧᠠᠩᡤᡳᠶᠠᠨ,Sanggiyan,〔名〕①烟，烟气。②= Sanyan。,6,547,547b
ᡧᠠᠩᡤᡳᠶᠠᠨ ᠪᡝᠯᡝ,Sanggiyan bele,白米。,6,547,547b
ᡧᠠᠩᡤᡳᠶᠠᠨ ᠪᡠᡵᠠᡴᡳ ᠠᠮᠠᠰᡳ ᠪᡠᡥᡳᠶᡝᠮᡝ ᡤᡳᡩᠠᠮᡝ ᡩᠠᠮᠪᡳ,Sanggiyan buraki amasi buhiyeme gidame dambi,烟尘反扑。,6,547,547b
ᡧᠠᠩᡤᡳᠶᠠᠨ ᠪᡠᡵᡤᠠᡧᠠᠮᠪᡳ,Sanggiyan burgaSambi,烟霏。,6,547,547b
ᡧᠠᠩᡤᡳᠶᠠᠨ ᠪᡠᡵᡤᠠᡧᠠᠮᡝ ᡨᠠᠯᠮᠠᠨ ᡩᡝᡴᡩᡝᠮᠪᡳ,Sanggiyan burgaSame talman dekdembi,烟斜雾横。,6,547,547b
ᡧᠠᠩᡤᡳᠶᠠᠨ ᠰᠠᠮᠰᡳᠮᡝ ᡨᡠᡤᡳ ᠪᠠᡵᡤᡳᠶᠠᠮᠪᡳ,Sanggiyan samsime tugi bargiyambi,烟霏云敛，烟散云收。,6,547,547b
ᡧᠠᠩᡤᡳᠶᠠᠨ ᠰᡳᠯᡝᠩᡤᡳ,Sanggiyan silenggi,= Sanyan silenggi,6,547,547c
ᡧᠠᠩᡤᡳᠶᠠᠨ ᠵᡝᠶᡝᠨ,Sanggiyan jeyen,白刃。,6,547,547c
ᡧᠠᠩᡤᡳᠶᠠᠨ ᠸᡝᡵᡝᠨ ᡩᡝ ᡝᠯᡥᡝᡳ ᡧᡠᡵᡠᠮᠪᡳ,Sanggiyan weren de elhei Surumbi,缓荡烟波。,6,547,547c
ᡧᠠᠩᡤᡳᠶᠠᠨ ᡥᠠᡩᠠ,Sanggiyan hada,〈地〉尚间崖，在辽东开原东南。,6,547,547b
ᡧᠠᠩᡤᡳᠶᠠᠨ ᡨᠣᡵᠣᠨ ᠪᡠᡵᡤᠠᡧᠠᠮᡝ ᡩᡝᡴᡩᡝᡥᡝ,Sanggiyan toron burgaSame dekdehe,烟埃纷起。,6,547,547c
ᡧᠠᠩᡤᡳᠶᠠᠮᠪᡳ,Sanggiyambi,〔及〕▲烟，烟熏。,6,547,547c
ᡧᠠᠩᡤᡳᠶᠠᡴᡡ,Sanggiyak@,〔名〕狼烟。,6,547,547c
ᡧᠠᠩᡤᡳᠶᠠᡴᡡ ᡩᠠᠪᡠᠮᠪᡳ,Sanggiyak@ dabumbi,①点放狼烟。②烟熏。,6,547,547c
ᡧᠠᠩᡤᡳᠶᠠᡵᡳ,Sanggiyari,〔名〕①放烟，熏烟，熏蚊烟。②熏香。,6,547,547c
ᡧᠠᠩᡧᠠᡥᠠ,SangSaha,〔名〕笆斗，又作 Sangsiha。,6,547,547b
ᡧᠠᠩᡴᠠ,Sangka,〔名〕①纱帽翅。②痧。③脍。④珥，日月两旁的光晕。,6,546,546c
ᡧᠠᠩᡴᠠ ᡧᠣᠮᠪᡳ,Sangka Sombi,刮痧。,6,546,546c
ᡧᠠᠩᡴᠠ ᡧᡠᡶᠠᡨᡠ,Sangka Sufatu,吏巾，两边有翅如耳的巾。,6,546,546c
ᡧᠠᠩᡴᠠ ᡩᡝ ᠨᠠᡵᡥᡡᠨ ᠪᡝ ᡳᠰᡳᡴᠠ ᠰᡝᡵᠠᡴᡡ,Sangka de narh@n be isika serak@,脍不厌细。,6,546,546c
ᡧᠠᠩᡴᠠᠨ,Sangkan,〔名〕焦糊的、烤干的、晒焦的（食品）。,6,546,546c
ᡧᠠᠩᡴᠠᠨ ᠨᡳᠮᠠᡥᠠ,Sangkan nimaha,〈动〉龙肝鱼、又作 can nimaha。,6,546,546c
ᡧᠠᠩᡴᡡᡵᠠ ᠨᡳᠣᠩᠨᡳᠶᠠᡥᠠ,Sangk@ra niongniyaha,〈动〉茶雁，豆雁。,6,546,546c
ᡧᠠᠪ ᠰᡝᠮᡝ,Sab seme,嗖、唰（鞭梢或箭矢擦过的声音）。,6,549,549b
ᡧᠠᠪ ᠰᡳᠪ ᠰᡝᠮᡝ,Sab sib seme,唰唰，嗖嗖。,6,549,549b
ᡧᠠᠪᠠᠨ,Saban,〔名〕掌，脚齿，即在皮子上钉铁牙子，拴系于靴鞋底下，以爬山或走冰上用。,6,549,549b
ᡧᠠᠪᠠᡵ ᡴᠠᡵᡠᠨ,Sabar karun,〈地〉沙巴尔卡伦，又作洒巴利、锡巴里，西至齐噶勒九十五里，隶扎萨克图汗部。,6,549,549c
ᡧᠠᠪᠠᡵᡤᠠᠨ ᡤᡳᡩᠠᠮᠪᡳ,Sabargan gidambi,包米压惊，即以酒盅盛米，复以手帕盖着，为小儿压惊。,6,549,549c
ᡧᠠᠪᠵᡠᠨᡳᠣ,Sabjunio,〔名〕〈动〉朱厌，走兽名。,6,550,550a
ᡧᠠᠪᡠᡵ ᡨᠣᡥᠠᡳ ᡴᠠᡵᡠᠨ,Sabur tohai karun,〈地〉沙巴尔托海卡伦，春设，秋移至察罕托海，西至托里七十里，隶锡伯营领队大臣。,6,549,549c
ᡧᠠᠪᡠᡵᠠᠮᠪᡳ,Saburambi,〔及、不及〕①张罗。②困倦，打盹儿，瞌睡。,6,549,549c
ᡧᠠᠪᡠᡵᡠ,Saburu,〔形〕①略白的，月影白的，灰白的。②米色的，檀香色的。,6,549,549c
ᡧᠠᠪᡠᡵᡠ ᠠᡳᠰᡳᠨ,Saburu aisin,菜金 指略呈白色的黄金。,6,549,549c
ᡧᠠᠪᡨᡠ,Sabtu,〔名〕（毛发等）垂肩。,6,549,549c
ᡧᠠᠪᡨᡠ ᡶᡠᠨᡳᠶᡝᡥᡝ,Sabtu funiyehe,披肩发。,6,549,549c
ᡧᠠᠪᡨᡠᠨ,Sabtun,〔名〕遮耳，护耳。,6,549,549c
ᡧᠠᠪᡨᡠᠩᡤᠠ,Sabtungga,〔形〕有遮耳的，有护耳的。,6,549,549c
ᡧᠠᠪᡨᡠᠩᡤᠠ ᠮᠠᡥᠠᠯᠠ,Sabtungga mahala,护耳帽。,6,550,550a
ᡧᠠᠪᡨᡠᠯᠠᠮᠪᡳ,Sabtulambi,〔及〕放下遮耳，旧作 Samtulambi,6,550,550a
ᡧᠠᠪᡳ,Sabi,〔名〕①徒弟，学徒，门徒，门生。②沙弥，沙比。,6,549,549c
ᡧᠠᠪᡳ ᠪᡠᠴᡝᡶᡳ ᡩᠠᡥᡡᠮᡝ ᠠᡳᡨᡠᡥᠠ ᠨᠣᠮᡠᠨ,Sabi bucefi dah@me aituha nomun,〈书〉弟子死复生经。,6,549,549c
ᡧᠠᠮᠪᡳ,Sambi,〔及〕①顾盼，注视，凝视，注目，盯着瞧。②烘干（肉鱼等）。③凉水投饭。,6,551,551b
ᡧᠠᠮᡝ ᡨᡠᠸᠠᠮᡝ ᡴᡝᠵᡳᠨᡝ ᠣᠮᠪᡳ,Same tuwame kejine ombi,顾盼良久。,6,551,551b
ᡧᠠᠮᡦᡳ,Sampi,〔名〕鞧，后鞧。,6,551,551b
ᡧᠠᠮᡦᡳ ᠮᠣᠣ,Sampi moo,鞧棍。,6,551,551b
ᡧᠠᠮᡦᡳ ᡠᡧᡝ,Sampi uSe,拴鞧棍的皮条，坐鞧。,6,551,551b
ᡧᠠᠮᡦᡳᠯᠠᠮᠪᡳ,Sampilambi,〔不及〕系鞧，系鞧棍。,6,551,551b
ᡧᠠᠮᡨᡠᠯᠠᠮᠪᡳ,Samtulambi,= Sabtulambi,6,551,551b
ᡧᠠᠯᠠ,Sala,〔名〕①边角，楞角，斜角： adasun i Sala 大襟的边角。②边缘，边沿： ujan Sala 边缘。,6,551,551a
ᡧᠠᠯᠠᠩᡨᡠ,Salangtu,〔名〕肥骟牛，喂肥的犍牛。,6,551,551a
ᡧᠠᠯᠠᠩᡨᡠ ᡳᡥᠠᠨ,Salangtu ihan,头号大牛。,6,551,551a
ᡧᠠᠯᠠᡵ ᠰᡝᠮᡝ,Salar seme,整齐的，均匀的，平均的，同等的。,6,551,551a
ᡧᠠᠯᠠ ᡳ ᠨᡳᠶᠠᠯᠮᠠ,Sala i niyalma,队伍两头之人。,6,551,551a
ᡧᠠᠯᡠᠮᠪᡳ,Salumbi,〔及〕（饭等热物）过水。,6,551,551b
ᡧᠠᠯᡥᡡᠮᠠ,Salh@ma,〔名〕〈动〉▲，白雉。,6,551,551b
ᡧᠠᠯᡳᠪᡠᠮᠪᡳ,Salibumbi,〔及〕变白，发白。,6,551,551b
ᡧᠠᠰᡳᡥᠠ,Sasiha,〔名〕（拍）巴掌，（打）嘴巴，旧作 Saksiha。,6,550,550a
ᡧᠠᠰᡳᡥᠠᠨ,Sasihan,〔名〕羹汤。,6,550,550a
ᡧᠠᠰᡳᡥᠠᠨ ᠠᠴᠠᠪᡠᠮᠪᡳ,Sasihan acabumbi,调羹。,6,550,550a
ᡧᠠᠰᡳᡥᠠᠨ ᠪᡝ ᠵᡝᠮᡝ ᠶᠠᠯᡳ ᠪᡝ ᡶᡠᠨᠴᡝᠪᡠᠮᠪᡳ,Sasihan be jeme yali be funcebumbi,啜羹舍肉。,6,550,550a
ᡧᠠᠰᡳᡥᠠᠨ ᠰᡳᠯᡝ,Sasihan sile,羹汤。,6,550,550a
ᡧᠠᠰᡳᡥᠠᠯᠠᠮᠪᡳ,Sasihalambi,〔及〕拍，掴拍掌，击掌，拍击，拍打，旧作 Saksihalambi。,6,550,550a
ᡧᠠᠰᡳᡥᠠᡧᠠᠮᠪᡳ,SasihaSambi,〔及〕连连拍掌、掴。,6,550,550a
ᡧᠠᠰᡳᡧᠠᠮᡝ ᡩᠠᠮᠪᡳ,SasiSame dambi,风从一边钻着吹，风从旁边吹过来。,6,550,550a
ᡧᠠᠴᠠᠮᠪᡳ,Sacambi,〔及〕频频瞟视，频频窥视，频频打量。,6,551,551b
ᡧᠠᠴᡠᠨ ᠨᡳᠣᠩᠨᡳᠶᠠᡥᠠ,Sacun niongniyaha,〈动〉▲鹑。,6,551,551b
ᡧᠠᠴᡠᠩᡤᠠ ᠵᠠᡥᡡᡩᠠᡳ,Sacungga jah@dai,沙船。,6,551,551b
ᡧᠠᠴᡠᠩᡤᠠ ᠵᠠᡥᡡᡩᠠᡳ ᠪᡝᠯᡝ ᠮᡳᠶᠠᠯᡳᠮᠪᡳ,Sacungga jah@dai bele miyalimbi,沙船兑米。,6,551,551c
ᡧᠠᠴᡠᠩᡤᠠ ᠵᠠᡥᡡᡩᠠᡳ ᡳ ᡥᡡᡩᠠᡳ ᠨᡳᠶᠠᠯᠮᠠ ᠵᠠᡥᡡᡩᠠᡳ ᡳᠯᡳᡵᡝ ᠪᠠ ᡳ ᡠᡵᠰᡝ,Sacungga jah@dai i h@dai niyalma jah@dai ilire ba i urse,沙船商埠等人。,6,551,551b
ᡧᠠᠴᡠᠩᡤᠠ ᡤᠠᡵᠰᠠ ᠨᡳᠮᠠᡧᠠᡴᡡ ᡤᡳᠶᠠᡵᡳᡵᡝ ᠵᠠᡥᡡᡩᠠᡳ,Sacungga garsa nimaSak@ giyarire jah@dai,沙鸟快巡船。,6,551,551b
ᡧᠠᠵᡳ,Saji,〔名〕〈地〉沙济，位于兴京西南。,6,551,551c
ᡧᠠᠵᡳᠨ,Sajin,〔名〕①教，宗教，法门。②法，法度，禁约： fucihi i Sajin 佛法。,6,551,551c
ᡧᠠᠵᡳᠨ ᠪᠠᡩᠠᡵᠠᡵᠠ ᠨᠣᠮᡠᠨ,Sajin badarara nomun,〈书〉衍教经。,6,551,551c
ᡧᠠᠵᡳᠨ ᠶᠣᠣ,Sajin yoo,杨梅疮，又作 nikan yoo  fiha yoo。,6,551,551c
ᡧᠠᠵᡳᠨ ᡝᡵᡤᡝᠩᡤᡝ,Sajin ergengge,教民。,6,551,551c
ᡧᠠᠵᡳᠨ ᡨᡠᠩᡤᡠ ᠵᡠᡴᡨᡝᡥᡝᠨ,Sajin tunggu juktehen,法渊寺。,6,551,551c
ᡧᠠᠵᡳᠨ ᡩᡝ ᡤᠠᡳᠮᠪᡳ,Sajin de gaimbi,入官，系旧清语，alban de dosimbumbi 之意。,6,551,551c
ᡧᠠᠵᡳᠨᡨᡠ,Sajintu,〔名〕〈动〉任法兽， tontu （獬豸）别名之一。,6,551,551c
ᡧᠠᠵᡳᠨᡨᡠ ᠮᠠᡥᠠᡨᡠᠨ,Sajintu mahatun,法冠古执法官之冠名。,6,551,551c
ᡧᠠᠵᡳᠨᡨᡠ ᠮᠠᡥᠠᡨᡠᠨ ᡝᡨᡠᠮᡝ ᡧᡠᡶᠠᠨ ᡳ ᠸᡝᡳᡥᡝ ᠠᠰᡥᠠᠮᠪᡳ,Sajintu mahatun etume Sufan i weihe ashambi,华冠象佩。,6,551,551c
ᡧᠠᠵᡳᠨ ᡳ ᡨᡝᡴᡠ,Sajin i teku,教座。,6,551,551c
ᡧᠠᠵᡳᠩᡤᠠ,Sajingga,〔形〕禁约的，禁止的。,6,551,551c
ᡧᠠᠵᡳᠩᡤᠠ ᠠᡥᡡᠨ,Sajingga ah@n,师兄。,6,551,551c
ᡧᠠᠵᡳᠩᡤᠠ ᠨᠣᠮᡠᠨ,Sajingga nomun,〈书〉春秋。,6,551,551c
ᡧᠠᠵᡳᠩᡤᠠ ᠨᠣᠮᡠᠨ ᠪᡝ ᡤᡝᡨᡠᡴᡝᠯᡝᠮᡝ ᠰᡠᡥᡝ ᠪᡳᡨᡥᡝ,Sajingga nomun be getukeleme suhe bithe,〈书〉春秋直解。,6,552,552a
ᡧᠠᠵᡳᠩᡤᠠ ᠨᠣᠮᡠᠨ ᡳ ᠨᠠᡵᡥᡡᠩᡤᠠ ᠰᡠᡥᡝᠨ,Sajingga nomun i narh@ngga suhen,〈书〉春秋繁露。,6,551,551c
ᡧᠠᠵᡳᠩᡤᠠ ᠪᠠᡴᠰᡳ,Sajingga baksi,法师。,6,552,552a
ᡧᠠᠵᡳᠩᡤᠠ ᠪᡝᠯᡥᡝᠰᡳ,Sajingga belhesi,掌事。,6,552,552a
ᡧᠠᠵᡳᠩᡤᠠ ᠰᠠᠪᠰᡳᡴᡡ,Sajingga sabsik@,（僧道的）衲弟。,6,552,552a
ᡧᠠᠵᡳᠩᡤᠠ ᠸᠠᠩᡤᠠ ᠵᡠᡴᡨᡝᡥᡝᠨ,Sajingga wangga juktehen,梵香寺。,6,552,552a
ᡧᠠᠵᡳᠩᡤᠠ ᡤᠠᠰᡥᠠ,Sajingga gasha,〈动〉佛鸟，此鸟鸣声如念弥陀，故名。,6,552,552a
ᡧᠠᠵᡳᠩᡤᠠ ᡩᡝᠣ,Sajingga deo,师弟。,6,552,552a
ᡧᠠᠵᡳᠩᡤᠠ ᡴᠠᡵᠠᠨ,Sajingga karan,法台，指僧道作法之台。,6,552,552a
ᡧᠠᠵᡳᠯᠠᠨ,Sajilan,〔名〕①〈植〉桦木。②〈动〉胀牛虫，箭杆虫。,6,552,552a
ᡧᠠᠵᡳᠯᠠᠨ ᡳ ᠰᡳᡵᡩᠠᠨ,Sajilan i sirdan,楛矢，指桦木箭。,6,552,552a
ᡧᠠᠵᡳᠯᠠᠨ ᡳ ᠰᡳᡵᡩᠠᠨ ᠵᠠᡶᠠᠨᠵᡳᠮᠪᡳ,Sajilan i sirdan jafanjimbi,进贡楛矢。,6,552,552a
ᡧᠠᠵᡳᠯᠠᠮᠪᡳ,Sajilambi,〔及〕禁止。,6,552,552a
ᡧᠠᠵᡳᡵᡳ ᡤᠠᠰᡥᠠ,Sajiri gasha,〈动〉念佛子，飞禽名。,6,552,552a
ᡧᠠᠶᠠᡵ,Sayar,〔名〕〈地〉沙雅尔。,6,552,552a
ᡧᠠᠶᠣ,Sayo,〔形〕吃斋的，吃素的。,6,552,552a
ᡧᠠᠶᠣᠯᠠᠮᠪᡳ,Sayolambi,〔不及〕吃斋，吃素。,6,552,552a
ᡧᠠᠶᠣᠯᠠᡵᠠ ᡧᠠᠵᡳᠨ ᠪᡝ ᡨᡠᠸᠠᡴᡳᠶᠠᠮᠪᡳ,Sayolara Sajin be tuwakiyambi,持斋。,6,552,552a
ᡧᠠᠶᠣᠯᠠᡵᠠ ᡳᠨᡝᠩᡤᡳ,Sayolara inenggi,屠斋戒日。,6,552,552a
ᡧᠠᡤᡠᠨᡯᡳ ᡶᡝᡳᠰᡝ,Sagundzi feise,沙滚砖。,6,552,552a
ᡧᠠᡥᠠᠰᡳ,Sahasi,〔名〕〈动〉沙犀， buha gurgu （兕）之别名。,6,548,548c
ᡧᠠᡥᠣᡯᠠᠨ,Sahodzan,〔名〕〈地〉沙河堡。,6,548,548c
ᡧᠠᡥᡡᠨ,Sah@n,〔形〕略白的，淡白的，月白色的。〔名〕辛，天干之第八位。,6,548,548c
ᡧᠠᡥᡡᠨ ᠯᠠᠮᡠᠨ,Sah@n lamun,淡蓝。,6,548,548c
ᡧᠠᡥᡡᠨ ᠰᠠᡴᠰᠠᡥᠠ,Sah@n saksaha,〈动〉白喜鹊。,6,548,548c
ᡧᠠᡥᡡᠨ ᡤᡡᠸᠠᠰᡳᡥᡳᠶᠠ,Sah@n g@wasihiya,〈动〉白乌， g@wasihiya （鹭鹚）别名之一。,6,548,548c
ᡧᠠᡥᡡᠨ ᡥᠣᡵᠣᠩᡤᠣ,Sah@n horonggo,白琥，祭月所用玉名。,6,548,548c
ᡧᠠᡥᡡᠨ ᡥᡠᡵᡠᠩᡤᡝ ᠠᠯᡥᠠᠴᠠᠨ ᠨᡳᠶᡝᡥᡝ,Sah@n hurungge alhacan niyehe,〈动〉砂背罗纹鸭。,6,548,548c
ᡧᠠᡥᡡᠨ ᡨᡝᠮᡤᡝᡨᡠᠩᡤᡝ ᡤᡠ,Sah@n temgetungge gu,白圭。,6,548,548c
ᡧᠠᡥᡡᠨ ᡨᡝᠮᡤᡝᡨᡠᠩᡤᡝ ᡤᡠ ᡳ ᡶᡳᠶᠠᡵᡨᡠᠨ,Sah@n temgetungge gu i fiyartun,白圭之玷。,6,548,548c
ᡧᠠᡥᡡᠨ ᡩᡝᡵᡝᡳ ᠪᡳᡨᡥᡝᡳ ᠨᡳᠶᠠᠯᠮᠠ,Sah@n derei bithei niyalma,白面书生。,6,548,548c
ᡧᠠᡥᡡᠨ ᡶᡠᠯᡤᡳᠶᠠᠨ,Sah@n fulgiyan,淡红。,6,549,549a
ᡧᠠᡥᡡᡴᠠᠨ,Sah@kan,〔形〕微带白色的。,6,549,549a
ᡧᠠᡥᡡᡵᠠᠮᠪᡳ,Sah@rambi,〔不及〕①（天气）变得寒冷。②变冷，变凉。③受凉，受寒，感觉寒冷。,6,549,549a
ᡧᠠᡥᡡᡵᠠᡦᡳ,Sah@rapi,〔副动〕冰冷冷。,6,549,549a
ᡧᠠᡥᡡᡵᠠᡵᠠ ᠨᡳᡨᠠᡵᠠᡵᠠ,Sah@rara nitarara,冷淡。,6,549,549a
ᡧᠠᡥᡡᡵᡠᠨ,Sah@run,〔形〕①寒冷的，冰凉的，阴冷的，冷飕飕的。②冷酷的。,6,549,549a
ᡧᠠᡥᡡᡵᡠᠨ ᠨᠠᡥᠠᠨ ᡩᡝ ᡤᡳᡵᠠᠩᡤᡳ ᠨᡳᠣᠮᠪᡳ,Sah@run nahan de giranggi niombi,凉炕冰骨。,6,549,549a
ᡧᠠᡥᡡᡵᡠᠨ ᠰᡠᡴᡩᡠᠨ,Sah@run sukdun,凉气，寒气。,6,549,549b
ᡧᠠᡥᡡᡵᡠᠨ ᠰᡠᡴᡩᡠᠨ ᡤᡳᡵᠠᠩᡤᡳ ᡩᡝ ᡥᠠᡶᡠᡴᠠ,Sah@run sukdun giranggi de hafuka,寒气彻骨。,6,549,549b
ᡧᠠᡥᡡᡵᡠᠨ ᠰᡳᠯᡝᠩᡤᡳ,Sah@run silenggi,寒露，节气名。,6,549,549a
ᡧᠠᡥᡡᡵᡠᠨ ᠵᠠᡶᡠ ᠪᡝ ᡨᡝᡥᡝᡳ ᠮᠠᠨᠠᠪᡠᠮᠪᡳ,Sah@run jafu be tehei manabumbi,坐破寒毡。,6,549,549b
ᡧᠠᡥᡡᡵᡠᠨ ᠵᡳᠮᡝ ᡥᠠᠯᡥᡡᠨ ᠪᡝᡩᡝᡵᡝᠮᠪᡳ,Sah@run jime halh@n bederembi,寒来暑往。,6,549,549b
ᡧᠠᡥᡡᡵᡠᠨ ᡝᡩᡠᠨ,Sah@run edun,寒风。,6,549,549a
